[2017-06-02 14:59:33:270] PID=[7696] TID=[6644]  [Info] "start to logging to server  mmsrvpub.srcdoc.com  port  10130" 	RemoteServerConn::start .\RemoteServerConn.cpp  line:54 
[2017-06-02 15:02:38:295] PID=[5016] TID=[6276]  [Info] "  OnContactList  55c9f7d1-3fbd-4a22-ae0f-2d2031af57ce {"contact": [{"UserName": "@6ecb1b564e063a04d42493819e6856c028fb28ca1dadf4a3534ef20cb527bffb", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/24c6fc037c12a7c36b55a959ed9bfcb8.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifangshaotaohong", "RemarkPYInitial": "ZXT", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "Z小桃", "PYInitial": "ZZBFSTH", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102951, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "买入不急，卖出不贪，止损不拖，品种不散", "ContactFlag": 3, "NickName": "中资北方-邵桃红", "add_time": 1495537754, "RemarkPYQuanPin": "Zxiaotao", "unique_sn": "d936ca070b9ae625d9fbbe521887489d", "wechat_uid": 26838, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@62ee9df6f13cd4bf3a1a13046cc6ed49a766a101138763343f4e333e3750d460", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/b4c88f936ca0cc61c13ac5180443470c.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifangzhulishaotaohong", "RemarkPYInitial": "Z15", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "Z1.5", "PYInitial": "ZZBFZLSTH", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 234019, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "自己选的路，就是跪着也要走完", "ContactFlag": 3, "NickName": "中资北方-助理邵桃红", "add_time": 1495587753, "RemarkPYQuanPin": "Z15", "unique_sn": "83c18bf124f97349895767ccdf03a4f1", "wechat_uid": 26863, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@30c86f9502f524a2a6676b94bafd7772c6a7a2dc2494851cc5bd14ed386b88b4", "City": "成都", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/71ec8c08b773fec8d7fc2d713b0c6cfb.jpg", "MemberList": [], "PYQuanPin": "wulvdianzishangwuluoxin", "RemarkPYInitial": "E54", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "四川", "KeyWord": "", "RemarkName": "E5.4", "PYInitial": "WLDZSWLX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 2147588165, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "身不修则德不立  德不立而能化成于家者盖寡矣  而况于天下乎  ", "ContactFlag": 3, "NickName": "雾旅电子商务罗馨", "add_time": 1495587802, "RemarkPYQuanPin": "E54", "unique_sn": "960bab5f8a8c94d07aeb4c0c3e6327dd", "wechat_uid": 27262, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@fb87defff7bbff802e9e8a5458e0b2b8d195ecd82ecda05fdb69fe1a8a1f2998", "City": "徐汇", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/d41d8cd98f00b204e9800998ecf8427e.jpg", "MemberList": [], "PYQuanPin": "A001ESDningchukejifangjingdian", "RemarkPYInitial": "E54", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "上海", "KeyWord": "", "RemarkName": "E5.4", "PYInitial": "A001ESDNCKJFJD", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4296773, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "专注防静电装备智能领域", "ContactFlag": 3, "NickName": "A001ESD宁楚科技防静电", "add_time": 1495587802, "RemarkPYQuanPin": "E54", "unique_sn": "77acf3f909bdddebfca34d2652ee1bdf", "wechat_uid": 27263, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@232e419aa5518caafc49b141c2dea38740da0026f35b411ec57a21031c249483", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/9c8907d7ccbc9f76dbec9de7296ef5d7.jpg", "MemberList": [], "PYQuanPin": "chenshuibeiyuhuanghun", "RemarkPYInitial": "DCXS425TS", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "D陈先生4.25退市", "PYInitial": "CSBYHH", "IsOwner": 0, "ChatRoomId": 0, "HideInpu[2017-06-02 15:02:38:296] PID=[5016] TID=[6276]  [Info] "  OnContactList  55c9f7d1-3fbd-4a22-ae0f-2d2031af57ce {"contact": [{"UserName": "@b35d0c7d77e356e7a749a69861e87c42386f0301f63eb91f41e2ee9ac571584c", "City": "兰州市", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/e1481323b481e1912a5ee8641cdcbf59.jpg", "MemberList": [], "PYQuanPin": "hainabaichuan", "RemarkPYInitial": "D522WBCWPYJJDXYBS", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "甘肃", "KeyWord": "", "RemarkName": "D5.22王百川/无朋友圈/极度嫌疑/被删", "PYInitial": "HNBC", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 16879717, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "蔡学德", "ContactFlag": 3, "NickName": "海纳百川", "add_time": 1495587800, "RemarkPYQuanPin": "D522wangbaichuanwupengyoujuanjiduxianyibeishan", "unique_sn": "fbab078006676ee16da5424a3e61f66f", "wechat_uid": 27238, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@7e4d57f329f6fecbd3e961df80ab4c3605ad4296733c7f0bfe717b025579de1b", "City": "长沙", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/2eb8bef0ad6a6b516196beed257c84dc.jpg", "MemberList": [], "PYQuanPin": "mantianxue", "RemarkPYInitial": "D525", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "湖南", "KeyWord": "", "RemarkName": "D5.25", "PYInitial": "MTX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 37, "SnsFlag": 17, "tags": "{\n   \"email\" : \"\",\n   \"memo\" : \"待炒\",\n   \"memotime\" : 0,\n   \"name\" : \"\",\n   \"phone\" : \"\",\n   \"qq\" : \"\",\n   \"wxid\" : \"\"\n}\n", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "漫天雪", "add_time": 1495636259, "RemarkPYQuanPin": "D525", "unique_sn": "cbafbfa84c10393de856cea4761931ae", "wechat_uid": 32691, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@2b8847b7c14b88f5eb292761b74f3d26989c2a1ce3b1ba15a6045b085e6c96a7", "City": "渭南", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/20debc883ee8226782929d0a19271360.jpg", "MemberList": [], "PYQuanPin": "spanclassemojiemoji1f4a2spanspanclassemojiemoji1f4a2spanspanclassemojiemoji1f4a2span", "RemarkPYInitial": "D522", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "陕西", "KeyWord": "", "RemarkName": "D5.22", "PYInitial": "SPANCLASSEMOJIEMOJI1F4A2SPANSPANCLASSEMOJIEMOJI1F4A2SPANSPANCLASSEMOJIEMOJI1F4A2SPAN", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4133, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "<span class=\"emoji emoji1f4a2\"></span> <span class=\"emoji emoji1f4a2\"></span> <span class=\"emoji emoji1f4a2\"></span>", "add_time": 1495863606, "RemarkPYQuanPin": "D522", "unique_sn": "a68882eadf92e3219474ab0a72715186", "wechat_uid": 34235, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@a43a08a68f29f307a052d4abbff7b6457199270501fe0ca9ab895b0d267471ee", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/2c813468d9350d1a14c6522a6f88d856.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifangzhongjunxin", "RemarkPYInitial": "ZZHH", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "Z周宏海", "PYInitial": "ZZBFZJX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 135205, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "我主动，不一定是求你，也可能是救你！2017资源共享，合作共赢！", "ContactFlag": 3, "NickName": "中资北方-钟骏薪", "add_time": 1495528415, "RemarkPYQuanPin": "Zzhouhonghai", "unique_sn": "bb62955f9283a0ca0a7cde44fd299c1b", "wechat_uid": 26786, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@bc6227dd29c569cbf3601d852c5805adecca0484535adb58f804c99a5b47c973", "City": "广州", "Display[2017-06-02 15:02:38:718] PID=[5016] TID=[6276]  [Info] "  OnRecentContact  55c9f7d1-3fbd-4a22-ae0f-2d2031af57ce [{"UserName": "@@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/head_@@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f.jpg", "MemberList": [{"UserName": "@bca5765ec51e2bb123c55fcf4e5953eb1958ebaf6884fe4d59ea2220276c7fa2", "RemarkPYQuanPin": "", "DisplayName": "", "KeyWord": "", "PYInitial": "", "Uin": 0, "MemberStatus": 0, "PYQuanPin": "", "RemarkPYInitial": "", "NickName": "", "AttrStatus": 0}, {"UserName": "@fb26e8a037aebe4cbcfa4bd464ae5510788a847e18285c1a61ec60b413b60463", "RemarkPYQuanPin": "", "DisplayName": "", "KeyWord": "", "PYInitial": "", "Uin": 0, "MemberStatus": 0, "PYQuanPin": "", "RemarkPYInitial": "", "NickName": "", "AttrStatus": 0}, {"UserName": "@2ecdbbc5d18eb4693e29aa8c9f75f4ee", "RemarkPYQuanPin": "", "DisplayName": "", "KeyWord": "moj", "PYInitial": "", "Uin": 0, "MemberStatus": 0, "PYQuanPin": "", "RemarkPYInitial": "", "NickName": "", "AttrStatus": 0}], "PYQuanPin": "", "RemarkPYInitial": "", "Sex": 0, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "", "PYInitial": "", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 0, "SnsFlag": 0, "MemberCount": 277, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 0, "NickName": "老余论市", "RemarkPYQuanPin": "", "HeadImgUrl": "/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=0&username=@@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f&skey=@crypt_717c6053_87c3fb30dd72573ee7aca391ca2ca731", "Uin": 0, "StarFriend": 0, "Statues": 0}, {"UserName": "@85d3c39c585c8201162ec2351fa0efa1", "City": "Nanchong", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/5d3858ea41534470f52f553b20a30214.jpg", "MemberList": [], "PYQuanPin": "shunqiziran", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Sichuan", "KeyWord": "q25", "RemarkName": "C5.22胡先生/清仓/中短线", "PYInitial": "SQZR", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 107111, "SnsFlag": 49, "tags": "{\n   \"email\" : \"\",\n   \"memo\" : \"之前炒/1万的仓/已经开户，但智商很低，逼单\\r\\n\\r\\n\",\n   \"memotime\" : 0,\n   \"name\" : \"\",\n   \"phone\" : \"\",\n   \"qq\" : \"\",\n   \"wxid\" : \"\"\n}\n", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "人生苦短、善待自己、开心过好每一天", "ContactFlag": 3, "NickName": "顺其自然", "add_time": 1495587799, "RemarkPYQuanPin": "", "unique_sn": "4e39672a8c32731c714cbe0f2433899b", "wechat_uid": 27219, "Uin": 0, "StarFriend": 0, "client_type": 12, "Statues": 0}, {"UserName": "@68ab001e3d748b7f3f52c103103f852d01ef8d600b353c8ef5cc87e15a05e50d", "City": "Shaoyang", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/0d582ce7a5cc2a9f2f005a8d7fc6a16c.jpg", "MemberList": [], "PYQuanPin": "sanfeng", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Hunan", "KeyWord": "", "RemarkName": "D老张4.25全部链接／极度可疑", "PYInitial": "SF", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 135205, "SnsFlag": 17, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "三峰", "add_time": 1495587805, "RemarkPYQuanPin": "", "unique_sn": "1307e7c26a66f23783bce3cee2358cfe", "wechat_uid": 27282, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@1b3b08c627fee6bfc28d629661ca939e8b93a29b4bc7ea7e8ad48307589d0fbb", "City": "Kalgoorlie", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/b1b41f17b42ebabd6563d93d2f2a9b9c.jpg", "MemberList": [], "PYQuanPin": "wanwufusu", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Western Australia", "KeyWord": "", "RemarkName": "C朱先生4.25／与其他合作过／被套", "PYInitial": "WWFS", "IsOwner": 0, "ChatRoomId": 0, "HideInpu[2017-06-02 15:02:38:721] PID=[5016] TID=[6276]  [Waring] "same uid  @@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:722] PID=[5016] TID=[6276]  [Waring] "same uid  @85d3c39c585c8201162ec2351fa0efa1 " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:722] PID=[5016] TID=[6276]  [Waring] "same uid  @68ab001e3d748b7f3f52c103103f852d01ef8d600b353c8ef5cc87e15a05e50d " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:722] PID=[5016] TID=[6276]  [Waring] "same uid  @1b3b08c627fee6bfc28d629661ca939e8b93a29b4bc7ea7e8ad48307589d0fbb " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:723] PID=[5016] TID=[6276]  [Waring] "same uid  @5af969500d1e4e7afec8dd659998eb53494f1fe4e8059aba848792a020e55b81 " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:723] PID=[5016] TID=[6276]  [Waring] "same uid  @d12bf0f3d71171b9ecd6ab3db90dfee2d51fc6b16ddf8d5ccefa9d191a480bc2 " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:723] PID=[5016] TID=[6276]  [Waring] "same uid  @84946576bcbab0541dd0af6afd40067e21c060b39f838c5d612525c50322e3a1 " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:723] PID=[5016] TID=[6276]  [Waring] "same uid  @9a172acc234d3439bb12dede0050b82137ab07b9a81ca4668a4030632a08f8be " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:724] PID=[5016] TID=[6276]  [Waring] "same uid  @95f0de6ee01b66cabec2af354886b28e57de52dad3c8f4eca005dd3d0f65934f " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:725] PID=[5016] TID=[6276]  [Waring] "same uid  @eea07d61f2465e9c01e7e7adc50e69bc53fd0268779f26343680ddeddd54a4f9 " 	WxSessionWnd::OnJsonParsed .\wechat\WxSessionWnd.cpp  line:473
[2017-06-02 15:02:38:725] PID=[5016] TID=[6276]  [Info] " set Items  15 @@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f @85d3c39c585c8201162ec2351fa0efa1 @68ab001e3d748b7f3f52c103103f852d01ef8d600b353c8ef5cc87e15a05e50d @1b3b08c627fee6bfc28d629661ca939e8b93a29b4bc7ea7e8ad48307589d0fbb @5af969500d1e4e7afec8dd659998eb53494f1fe4e8059aba848792a020e55b81 @d12bf0f3d71171b9ecd6ab3db90dfee2d51fc6b16ddf8d5ccefa9d191a480bc2 @84946576bcbab0541dd0af6afd40067e21c060b39f838c5d612525c50322e3a1 @9a172acc234d3439bb12dede0050b82137ab07b9a81ca4668a4030632a08f8be @95f0de6ee01b66cabec2af354886b28e57de52dad3c8f4eca005dd3d0f65934f @eea07d61f2465e9c01e7e7adc50e69bc53fd0268779f26343680ddeddd54a4f9 @82b6bc1c691fb2e2accd642c7369444284bcd6dac902204aa2af91e36c1a5421 @43ad6fdb56bb9d1f4521b71510a7c52ec4cfe4a97a04eeaf1fddeaaa88c7d3df @@6d1d50684c180ad3a4d8dd8321a1a62dc1ae53454af15aaea69b431ed2b032f8 @4e5e2c855a8131e6840f2be5db5910047f7e38fddfb3170b2748e3dcb70d240a @6ecb1b564e063a04d42493819e6856c028fb28ca1dadf4a3534ef20cb527bffb " 	ContactListAdapter::setItems .\wechat\WxSessionWnd.cpp  line:61
[2017-06-02 15:02:38:725] PID=[5016] TID=[6276]  [Info] "get view  @@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f   老余论市   http://on1sjw8zv.bkt.clouddn.com/head_@@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:729] PID=[5016] TID=[6276]  [Info] "get view  @85d3c39c585c8201162ec2351fa0efa1   c5.22胡先生/清仓/中短线   http://on1sjw8zv.bkt.clouddn.com/5d3858ea41534470f52f553b20a30214.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:732] PID=[5016] TID=[6276]  [Info] "get view  @68ab001e3d748b7f3f52c103103f852d01ef8d600b353c8ef5cc87e15a05e50d   d老张4.25全部链接／极度可疑   http://on1sjw8zv.bkt.clouddn.com/0d582ce7a5cc2a9f2f005a8d7fc6a16c.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:736] PID=[5016] TID=[6276]  [Info] "get view  @1b3b08c627fee6bfc28d629661ca939e8b93a29b4bc7ea7e8ad48307589d0fbb   c朱先生4.25／与其他合作过／被套   http://on1sjw8zv.bkt.clouddn.com/b1b41f17b42ebabd6563d93d2f2a9b9c.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:741] PID=[5016] TID=[6276]  [Info] "get view  @5af969500d1e4e7afec8dd659998eb53494f1fe4e8059aba848792a020e55b81   c5.24小白   http://on1sjw8zv.bkt.clouddn.com/323d134c9bb2f69e884a13e642247c28.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:744] PID=[5016] TID=[6276]  [Info] "get view  @d12bf0f3d71171b9ecd6ab3db90dfee2d51fc6b16ddf8d5ccefa9d191a480bc2   c5.24/艾同坤/退休/老股民   http://on1sjw8zv.bkt.clouddn.com/297cc9bc924539a90be519b5d097e0af.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:747] PID=[5016] TID=[6276]  [Info] "get view  @84946576bcbab0541dd0af6afd40067e21c060b39f838c5d612525c50322e3a1   c4.26/603300被套   http://on1sjw8zv.bkt.clouddn.com/6b7079ce4b6dc74a8ee6af7abdff7baa.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:754] PID=[5016] TID=[6276]  [Info] "get view  @9a172acc234d3439bb12dede0050b82137ab07b9a81ca4668a4030632a08f8be   b5.22邵斌 42 短线 100万 自己买   http://on1sjw8zv.bkt.clouddn.com/becc5a35caeabd2bad8eb28de7d0489b.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:760] PID=[5016] TID=[6276]  [Info] "get view  @95f0de6ee01b66cabec2af354886b28e57de52dad3c8f4eca005dd3d0f65934f   d4.25黄/九年／很稳/工程   http://on1sjw8zv.bkt.clouddn.com/ffaa8f041c4e952a87c030f8e9a4f0d6.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:763] PID=[5016] TID=[6276]  [Info] "get view  @eea07d61f2465e9c01e7e7adc50e69bc53fd0268779f26343680ddeddd54a4f9   t中资北方:冉世雄   http://on1sjw8zv.bkt.clouddn.com/58b60bd1b40af6e175dddb6f42784397.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:767] PID=[5016] TID=[6276]  [Info] "get view  @82b6bc1c691fb2e2accd642c7369444284bcd6dac902204aa2af91e36c1a5421   c5.24刘哥/目测500万   http://on1sjw8zv.bkt.clouddn.com/e50e3df7c76f60d024f0bea3c82ad8db.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:776] PID=[5016] TID=[6276]  [Info] "get view  @43ad6fdb56bb9d1f4521b71510a7c52ec4cfe4a97a04eeaf1fddeaaa88c7d3df   c5.24刘哥/长线/至少35万   http://on1sjw8zv.bkt.clouddn.com/694e903d6f044b5de1bec5b6570fd91a.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:781] PID=[5016] TID=[6276]  [Info] "get view  @@6d1d50684c180ad3a4d8dd8321a1a62dc1ae53454af15aaea69b431ed2b032f8   四团 互聊，养微信   http://on1sjw8zv.bkt.clouddn.com/head_@@6d1d50684c180ad3a4d8dd8321a1a62dc1ae53454af15aaea69b431ed2b032f8.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:788] PID=[5016] TID=[6276]  [Info] "get view  @4e5e2c855a8131e6840f2be5db5910047f7e38fddfb3170b2748e3dcb70d240a   中资北方-老余论市   http://on1sjw8zv.bkt.clouddn.com/5b62931315052b9e021a03496f963f97.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:793] PID=[5016] TID=[6276]  [Info] "get view  @6ecb1b564e063a04d42493819e6856c028fb28ca1dadf4a3534ef20cb527bffb   z小桃   http://on1sjw8zv.bkt.clouddn.com/24c6fc037c12a7c36b55a959ed9bfcb8.jpg " 	ContactListAdapter::getView .\wechat\WxSessionWnd.cpp  line:97
[2017-06-02 15:02:38:797] PID=[5016] TID=[6276]  [Info] " on chat select changed  0083B6F4 new select is  0" 	WxSessionWnd::OnChatSelectChange .\wechat\WxSessionWnd.cpp  line:361
[2017-06-02 15:02:38:797] PID=[5016] TID=[6276]  [Info] "  createNewChatIfNeeded  " 	WxSessionWnd::createNewChatIfNeeded .\wechat\WxSessionWnd.cpp  line:186
[2017-06-02 15:02:38:798] PID=[5016] TID=[6276]  [Info] "  thread test  " 	WxSessionWnd::updateShareStatus .\wechat\WxSessionWnd.cpp  line:1046
[2017-06-02 15:02:38:800] PID=[5016] TID=[6276]  [Info] "  thread test  " 	WxSessionWnd::clearUnread .\wechat\WxSessionWnd.cpp  line:628
